unSid,unTimeAction,nX,nY,strAnitile,unScale,strSoundtile,unTime,nData
279005,0,0,0,0,100,,0,0
279006,0,-124,-91,y20_die,100,music/skill/m_death.ogg,0,0
279007,0,0,0,0,100,,0,0
279011,0,-37,-106,y20_mag,100,,0,0
279012,0,0,0,0,100,,0,0
279100,0,-35,-65,y20_sta,100,,0,0
279102,0,-35,-77,y20_att,100,music/skill/m_atc.ogg,0,0
279103,0,0,0,0,100,,0,0
279104,0,-35,-65,y20_hur,100,music/skill/m_hit.ogg,0,0
279105,0,0,0,0,100,,0,0
279106,0,-124,-91,y20_die,100,music/skill/m_death.ogg,0,0
279107,0,0,0,0,100,,0,0
279111,0,-37,-106,y20_mag,100,,0,0
279112,0,0,0,0,100,,0,0
279200,0,-37,-81,y7_sta,100,,0,0
279202,0,-38,-80,y7_att,100,music/skill/m_atc.ogg,0,0
279203,0,0,0,0,100,,0,0
279204,0,-42,-86,y7_hur,100,music/skill/m_hit.ogg,0,0
279205,0,0,0,0,100,,0,0
279206,0,-140,-93,y7_die,100,music/skill/m_death.ogg,0,0
279207,0,0,0,0,100,,0,0
279211,0,-57,-96,y7_mag,100,,0,0
279212,0,0,0,0,100,,0,0
279300,0,-42,-87,r13_sta,100,,0,0
279302,0,-42,-88,r13_att,100,music/skill/m_atc.ogg,0,0
279303,0,0,0,0,100,,0,0
279304,0,-60,-87,r13_hur,100,music/skill/m_hit.ogg,0,0
279305,0,0,0,0,100,,0,0
279306,0,-98,-90,r13_die,100,music/skill/m_death.ogg,0,0
279307,0,0,0,0,100,,0,0
279311,0,-42,-103,r13_mag,100,,0,0
279312,0,0,0,0,100,,0,0
279400,0,-32,-100,g3_sta,100,,0,0
279402,0,-30,-117,g3_att,100,music/skill/m_atc.ogg,0,0
279403,0,0,0,0,100,,0,0
279404,0,-67,-100,g3_hur,100,music/skill/m_hit.ogg,0,0
279405,0,0,0,0,100,,0,0
279406,0,-133,-110,g3_die,100,music/skill/m_death.ogg,0,0
279407,0,0,0,0,100,,0,0
279411,0,-29,-117,g3_mag,100,,0,0
279412,0,0,0,0,100,,0,0
279500,0,-75,-73,n5_sta,100,,0,0
279502,0,-78,-158,n5_att,100,music/skill/m_atc.ogg,0,0
279503,0,0,0,0,100,,0,0
279504,0,-91,-74,n5_hur,100,music/skill/m_hit.ogg,0,0
279505,0,0,0,0,100,,0,0
279506,0,-98,-77,n5_die,100,music/skill/m_death.ogg,0,0
279507,0,0,0,0,100,,0,0
279511,0,-75,-129,n5_mag,100,,0,0
279512,0,0,0,0,100,,0,0
279600,0,-50,-132,s18_sta,100,,0,0
279602,0,-50,-131,s18_att,100,music/skill/m_atc.ogg,0,0
279603,0,0,0,0,100,,0,0
279604,0,-92,-145,s18_hur,100,music/skill/m_hit.ogg,0,0
279605,0,0,0,0,100,,0,0
279606,0,-84,-145,s18_die,100,music/skill/m_death.ogg,0,0
279607,0,0,0,0,100,,0,0
279611,0,-50,-131,s18_mag,100,,0,0
279612,0,0,0,0,100,,0,0
279700,0,-48,-97,c19_sta,100,,0,0
279702,0,-48,-124,c19_att,100,music/skill/m_atc.ogg,0,0
279703,0,0,0,0,100,,0,0
279704,0,-72,-97,c19_hur,100,music/skill/m_hit.ogg,0,0
279705,0,0,0,0,100,,0,0
279706,0,-105,-96,c19_die,100,music/skill/m_death.ogg,0,0
279707,0,0,0,0,100,,0,0
279711,0,-48,-131,c19_mag,100,,0,0
279712,0,0,0,0,100,,0,0
279800,0,-39,-61,y8_sta,100,,0,0
279802,0,-39,-69,y8_att,100,music/skill/m_atc.ogg,0,0
279803,0,0,0,0,100,,0,0
279804,0,-44,-64,y8_hur,100,music/skill/m_hit.ogg,0,0
279805,0,0,0,0,100,,0,0
279806,0,-121,-77,y8_die,100,music/skill/m_death.ogg,0,0
279807,0,0,0,0,100,,0,0
279811,0,-63,-103,y8_mag,100,,0,0
279812,0,0,0,0,100,,0,0
279900,0,-43,-66,y35_sta,100,,0,0
279902,0,-44,-75,y35_att,100,music/skill/m_atc.ogg,0,0
279903,0,0,0,0,100,,0,0
279904,0,-45,-74,y35_hur,100,music/skill/m_hit.ogg,0,0
279905,0,0,0,0,100,,0,0
279906,0,-124,-93,y35_die,100,music/skill/m_death.ogg,0,0
279907,0,0,0,0,100,,0,0
279911,0,-74,-108,y35_mag,100,,0,0
279912,0,0,0,0,100,,0,0
280000,0,-43,-66,y35_sta,100,,0,0
280002,0,-44,-75,y35_att,100,music/skill/m_atc.ogg,0,0
280003,0,0,0,0,100,,0,0
280004,0,-45,-74,y35_hur,100,music/skill/m_hit.ogg,0,0
280005,0,0,0,0,100,,0,0
280006,0,-124,-93,y35_die,100,music/skill/m_death.ogg,0,0
280007,0,0,0,0,100,,0,0
280011,0,-74,-108,y35_mag,100,,0,0
280012,0,0,0,0,100,,0,0
280100,0,-43,-66,y35_sta,100,,0,0
280102,0,-44,-75,y35_att,100,music/skill/m_atc.ogg,0,0
280103,0,0,0,0,100,,0,0
280104,0,-45,-74,y35_hur,100,music/skill/m_hit.ogg,0,0
280105,0,0,0,0,100,,0,0
280106,0,-124,-93,y35_die,100,music/skill/m_death.ogg,0,0
280107,0,0,0,0,100,,0,0
280111,0,-74,-108,y35_mag,100,,0,0
280112,0,0,0,0,100,,0,0
280200,0,-43,-66,y35_sta,100,,0,0
280202,0,-44,-75,y35_att,100,music/skill/m_atc.ogg,0,0
280203,0,0,0,0,100,,0,0
280204,0,-45,-74,y35_hur,100,music/skill/m_hit.ogg,0,0
280205,0,0,0,0,100,,0,0
280206,0,-124,-93,y35_die,100,music/skill/m_death.ogg,0,0
280207,0,0,0,0,100,,0,0
280211,0,-74,-108,y35_mag,100,,0,0
280212,0,0,0,0,100,,0,0
280300,0,-43,-66,y35_sta,100,,0,0
280302,0,-44,-75,y35_att,100,music/skill/m_atc.ogg,0,0
280303,0,0,0,0,100,,0,0
280304,0,-45,-74,y35_hur,100,music/skill/m_hit.ogg,0,0
280305,0,0,0,0,100,,0,0
280306,0,-124,-93,y35_die,100,music/skill/m_death.ogg,0,0
280307,0,0,0,0,100,,0,0
280311,0,-74,-108,y35_mag,100,,0,0
280312,0,0,0,0,100,,0,0
280400,0,-20,-93,yg1_sta,100,,0,0
280402,0,-25,-93,yg1_att,100,music/skill/m_atc.ogg,0,0
280403,0,0,0,0,100,,0,0
280404,0,-37,-93,yg1_hur,100,music/skill/m_hit.ogg,0,0
280405,0,0,0,0,100,,0,0
280406,0,-140,-111,yg1_die,100,music/skill/m_death.ogg,0,0
280407,0,0,0,0,100,,0,0
280411,0,-21,-113,yg1_mag,100,,0,0
280412,0,0,0,0,100,,0,0
280500,0,-22,-84,yg4_sta,100,,0,0
280502,0,-22,-110,yg4_att,100,music/skill/m_atc.ogg,0,0
280503,0,0,0,0,100,,0,0
280504,0,-43,-84,yg4_hur,100,music/skill/m_hit.ogg,0,0
280505,0,0,0,0,100,,0,0
280506,0,-115,-100,yg4_die,100,music/skill/m_death.ogg,0,0
280507,0,0,0,0,100,,0,0
280511,0,-22,-85,yg4_mag,100,,0,0
280512,0,0,0,0,100,,0,0
280600,0,-22,-84,yg4_sta,100,,0,0
280602,0,-22,-110,yg4_att,100,music/skill/m_atc.ogg,0,0
280603,0,0,0,0,100,,0,0
280604,0,-43,-84,yg4_hur,100,music/skill/m_hit.ogg,0,0
280605,0,0,0,0,100,,0,0
280606,0,-115,-100,yg4_die,100,music/skill/m_death.ogg,0,0
280607,0,0,0,0,100,,0,0
280611,0,-22,-85,yg4_mag,100,,0,0
280612,0,0,0,0,100,,0,0
280700,0,-53,-59,s21_sta,100,,0,0
280702,0,-53,-73,s21_att,100,music/skill/m_atc.ogg,0,0
280703,0,0,0,0,100,,0,0
280704,0,-71,-68,s21_hur,100,music/skill/m_hit.ogg,0,0
280705,0,0,0,0,100,,0,0
280706,0,-152,-89,s21_die,100,music/skill/m_death.ogg,0,0
280707,0,0,0,0,100,,0,0
280711,0,-53,-71,s21_mag,100,,0,0
280712,0,0,0,0,100,,0,0
280800,0,-29,-96,r29_sta,100,,0,0
280802,0,-31,-96,r29_att,100,music/skill/m_atc.ogg,0,0
280803,0,0,0,0,100,,0,0
280804,0,-32,-96,r29_hur,100,music/skill/m_hit.ogg,0,0
280805,0,0,0,0,100,,0,0
280806,0,-114,-96,r29_die,100,music/skill/m_death.ogg,0,0
280807,0,0,0,0,100,,0,0
280811,0,-29,-96,r29_mag,100,,0,0
280812,0,0,0,0,100,,0,0
280900,0,-37,-82,s26_sta,100,,0,0
280902,0,-34,-82,s26_att,100,music/skill/m_atc.ogg,0,0
280903,0,0,0,0,100,,0,0
280904,0,-54,-82,s26_hur,100,music/skill/m_hit.ogg,0,0
280905,0,0,0,0,100,,0,0
280906,0,-148,-97,s26_die,100,music/skill/m_death.ogg,0,0
280907,0,0,0,0,100,,0,0
280911,0,-34,-82,s26_mag,100,,0,0
280912,0,0,0,0,100,,0,0
281000,0,-29,-85,yg2_sta,100,,0,0
281002,0,-31,-86,yg2_att,100,music/skill/m_atc.ogg,0,0
281003,0,0,0,0,100,,0,0
281004,0,-47,-88,yg2_hur,100,music/skill/m_hit.ogg,0,0
281005,0,0,0,0,100,,0,0
281006,0,-130,-102,yg2_die,100,music/skill/m_death.ogg,0,0
281007,0,0,0,0,100,,0,0
281011,0,-31,-86,yg2_mag,100,,0,0
281012,0,0,0,0,100,,0,0
281100,0,-41,-99,n10_sta,100,,0,0
281102,0,-40,-126,n10_att,100,music/skill/m_atc.ogg,0,0
281103,0,0,0,0,100,,0,0
281104,0,-71,-99,n10_hur,100,music/skill/m_hit.ogg,0,0
281105,0,0,0,0,100,,0,0
281106,0,-154,-100,n10_die,100,music/skill/m_death.ogg,0,0
281107,0,0,0,0,100,,0,0
281111,0,-40,-126,n10_mag,100,,0,0
281112,0,0,0,0,100,,0,0
281200,0,-47,-56,y18_sta,100,,0,0
281202,0,-47,-59,y18_att,100,music/skill/m_atc.ogg,0,0
281203,0,0,0,0,100,,0,0
281204,0,-47,-69,y18_hur,100,music/skill/m_hit.ogg,0,0
281205,0,0,0,0,100,,0,0
281206,0,-127,-86,y18_die,100,music/skill/m_death.ogg,0,0
281207,0,0,0,0,100,,0,0
281211,0,-47,-92,y18_mag,100,,0,0
281212,0,0,0,0,100,,0,0
281300,0,-42,-128,g9_sta,100,,0,0
281302,0,-39,-142,g9_att,100,music/skill/m_atc.ogg,0,0
281303,0,0,0,0,100,,0,0
281304,0,-62,-129,g9_hur,100,music/skill/m_hit.ogg,0,0
281305,0,0,0,0,100,,0,0
281306,0,-201,-142,g9_die,100,music/skill/m_death.ogg,0,0
281307,0,0,0,0,100,,0,0
281311,0,-39,-138,g9_mag,100,,0,0
281312,0,0,0,0,100,,0,0
281400,0,-53,-59,s21_sta,100,,0,0
281402,0,-53,-73,s21_att,100,music/skill/m_atc.ogg,0,0
281403,0,0,0,0,100,,0,0
281404,0,-71,-68,s21_hur,100,music/skill/m_hit.ogg,0,0
281405,0,0,0,0,100,,0,0
281406,0,-152,-89,s21_die,100,music/skill/m_death.ogg,0,0
281407,0,0,0,0,100,,0,0
281411,0,-53,-71,s21_mag,100,,0,0
281412,0,0,0,0,100,,0,0
281500,0,-27,-113,g15_sta,100,,0,0
281502,0,-27,-114,g15_att,100,music/skill/m_atc.ogg,0,0
281503,0,0,0,0,100,,0,0
281504,0,-52,-113,g15_hur,100,music/skill/m_hit.ogg,0,0
281505,0,0,0,0,100,,0,0
281506,0,-171,-119,g15_die,100,music/skill/m_death.ogg,0,0
281507,0,0,0,0,100,,0,0
281511,0,-27,-117,g15_mag,100,,0,0
281512,0,0,0,0,100,,0,0
281600,0,-41,-94,yg3_sta,100,,0,0
281602,0,-41,-106,yg3_att,100,music/skill/m_atc.ogg,0,0
281603,0,0,0,0,100,,0,0
281604,0,-66,-99,yg3_hur,100,music/skill/m_hit.ogg,0,0
281605,0,0,0,0,100,,0,0
281606,0,-156,-115,yg3_die,100,music/skill/m_death.ogg,0,0
281607,0,0,0,0,100,,0,0
281611,0,-41,-99,yg3_mag,100,,0,0
281612,0,0,0,0,100,,0,0
281700,0,-37,-79,yg17_sta,100,,0,0
281702,0,-35,-106,yg17_att,100,music/skill/m_atc.ogg,0,0
281703,0,0,0,0,100,,0,0
281704,0,-62,-80,yg17_hur,100,music/skill/m_hit.ogg,0,0
281705,0,0,0,0,100,,0,0
281706,0,-147,-104,yg17_die,100,music/skill/m_death.ogg,0,0
281707,0,0,0,0,100,,0,0
281711,0,-35,-109,yg17_mag,100,,0,0
281712,0,0,0,0,100,,0,0
281800,0,-37,-79,yg17_sta,100,,0,0
281802,0,-35,-106,yg17_att,100,music/skill/m_atc.ogg,0,0
281803,0,0,0,0,100,,0,0
281804,0,-62,-80,yg17_hur,100,music/skill/m_hit.ogg,0,0
281805,0,0,0,0,100,,0,0
281806,0,-147,-104,yg17_die,100,music/skill/m_death.ogg,0,0
281807,0,0,0,0,100,,0,0
281811,0,-35,-109,yg17_mag,100,,0,0
281812,0,0,0,0,100,,0,0
281900,0,-37,-79,yg17_sta,100,,0,0
281902,0,-35,-106,yg17_att,100,music/skill/m_atc.ogg,0,0
281903,0,0,0,0,100,,0,0
281904,0,-62,-80,yg17_hur,100,music/skill/m_hit.ogg,0,0
281905,0,0,0,0,100,,0,0
281906,0,-147,-104,yg17_die,100,music/skill/m_death.ogg,0,0
281907,0,0,0,0,100,,0,0
281911,0,-35,-109,yg17_mag,100,,0,0
281912,0,0,0,0,100,,0,0
282000,0,-37,-79,yg17_sta,100,,0,0
282002,0,-35,-106,yg17_att,100,music/skill/m_atc.ogg,0,0
282003,0,0,0,0,100,,0,0
282004,0,-62,-80,yg17_hur,100,music/skill/m_hit.ogg,0,0
282005,0,0,0,0,100,,0,0
282006,0,-147,-104,yg17_die,100,music/skill/m_death.ogg,0,0
282007,0,0,0,0,100,,0,0
282011,0,-35,-109,yg17_mag,100,,0,0
282012,0,0,0,0,100,,0,0
282100,0,-37,-79,yg17_sta,100,,0,0
282102,0,-35,-106,yg17_att,100,music/skill/m_atc.ogg,0,0
282103,0,0,0,0,100,,0,0
282104,0,-62,-80,yg17_hur,100,music/skill/m_hit.ogg,0,0
282105,0,0,0,0,100,,0,0
282106,0,-147,-104,yg17_die,100,music/skill/m_death.ogg,0,0
282107,0,0,0,0,100,,0,0
282111,0,-35,-109,yg17_mag,100,,0,0
282112,0,0,0,0,100,,0,0
282200,0,-22,-84,yg4_sta,100,,0,0
282202,0,-22,-110,yg4_att,100,music/skill/m_atc.ogg,0,0
282203,0,0,0,0,100,,0,0
282204,0,-43,-84,yg4_hur,100,music/skill/m_hit.ogg,0,0
282205,0,0,0,0,100,,0,0
282206,0,-115,-100,yg4_die,100,music/skill/m_death.ogg,0,0
282207,0,0,0,0,100,,0,0
282211,0,-22,-85,yg4_mag,100,,0,0
282212,0,0,0,0,100,,0,0
282300,0,-29,-106,yg6_sta,100,,0,0
282302,0,-35,-108,yg6_att,100,music/skill/m_atc.ogg,0,0
282303,0,0,0,0,100,,0,0
282304,0,-51,-106,yg6_hur,100,music/skill/m_hit.ogg,0,0
282305,0,0,0,0,100,,0,0
282306,0,-126,-108,yg6_die,100,music/skill/m_death.ogg,0,0
282307,0,0,0,0,100,,0,0
282311,0,-29,-144,yg6_mag,100,,0,0
282312,0,0,0,0,100,,0,0
282400,0,-29,-106,yg6_sta,100,,0,0
282402,0,-35,-108,yg6_att,100,music/skill/m_atc.ogg,0,0
282403,0,0,0,0,100,,0,0
282404,0,-51,-106,yg6_hur,100,music/skill/m_hit.ogg,0,0
282405,0,0,0,0,100,,0,0
282406,0,-126,-108,yg6_die,100,music/skill/m_death.ogg,0,0
282407,0,0,0,0,100,,0,0
282411,0,-29,-144,yg6_mag,100,,0,0
282412,0,0,0,0,100,,0,0
282500,0,-29,-106,yg6_sta,100,,0,0
282502,0,-35,-108,yg6_att,100,music/skill/m_atc.ogg,0,0
282503,0,0,0,0,100,,0,0
282504,0,-51,-106,yg6_hur,100,music/skill/m_hit.ogg,0,0
282505,0,0,0,0,100,,0,0
282506,0,-126,-108,yg6_die,100,music/skill/m_death.ogg,0,0
282507,0,0,0,0,100,,0,0
282511,0,-29,-144,yg6_mag,100,,0,0
282512,0,0,0,0,100,,0,0
282600,0,-29,-106,yg6_sta,100,,0,0
282602,0,-35,-108,yg6_att,100,music/skill/m_atc.ogg,0,0
282603,0,0,0,0,100,,0,0
282604,0,-51,-106,yg6_hur,100,music/skill/m_hit.ogg,0,0
282605,0,0,0,0,100,,0,0
282606,0,-126,-108,yg6_die,100,music/skill/m_death.ogg,0,0
282607,0,0,0,0,100,,0,0
282611,0,-29,-144,yg6_mag,100,,0,0
282612,0,0,0,0,100,,0,0
282700,0,-29,-106,yg6_sta,100,,0,0
282702,0,-35,-108,yg6_att,100,music/skill/m_atc.ogg,0,0
282703,0,0,0,0,100,,0,0
282704,0,-51,-106,yg6_hur,100,music/skill/m_hit.ogg,0,0
282705,0,0,0,0,100,,0,0
282706,0,-126,-108,yg6_die,100,music/skill/m_death.ogg,0,0
282707,0,0,0,0,100,,0,0
282711,0,-29,-144,yg6_mag,100,,0,0
282712,0,0,0,0,100,,0,0
282800,0,-54,-90,r9_sta,100,,0,0
282802,0,-58,-132,r9_att,100,music/skill/m_atc.ogg,0,0
282803,0,0,0,0,100,,0,0
282804,0,-89,-90,r9_hur,100,music/skill/m_hit.ogg,0,0
282805,0,0,0,0,100,,0,0
282806,0,-110,-108,r9_die,100,music/skill/m_death.ogg,0,0
282807,0,0,0,0,100,,0,0
282811,0,-54,-91,r9_mag,100,,0,0
282812,0,0,0,0,100,,0,0
282900,0,-45,-92,r19_sta,100,,0,0
282902,0,-89,-102,r19_att,100,music/skill/m_atc.ogg,0,0
282903,0,0,0,0,100,,0,0
282904,0,-59,-94,r19_hur,100,music/skill/m_hit.ogg,0,0
282905,0,0,0,0,100,,0,0
282906,0,-129,-103,r19_die,100,music/skill/m_death.ogg,0,0
282907,0,0,0,0,100,,0,0
282911,0,-90,-102,r19_mag,100,,0,0
282912,0,0,0,0,100,,0,0
283000,0,-45,-92,r19_sta,100,,0,0
283002,0,-89,-102,r19_att,100,music/skill/m_atc.ogg,0,0
283003,0,0,0,0,100,,0,0
283004,0,-59,-94,r19_hur,100,music/skill/m_hit.ogg,0,0
283005,0,0,0,0,100,,0,0
283006,0,-129,-103,r19_die,100,music/skill/m_death.ogg,0,0
283007,0,0,0,0,100,,0,0
283011,0,-90,-102,r19_mag,100,,0,0
283012,0,0,0,0,100,,0,0
283100,0,-47,-53,y19_sta,100,,0,0
283102,0,-47,-56,y19_att,100,music/skill/m_atc.ogg,0,0
283103,0,0,0,0,100,,0,0
283104,0,-51,-63,y19_hur,100,music/skill/m_hit.ogg,0,0
283105,0,0,0,0,100,,0,0
283106,0,-131,-86,y19_die,100,music/skill/m_death.ogg,0,0
283107,0,0,0,0,100,,0,0
283111,0,-47,-106,y19_mag,100,,0,0
283112,0,0,0,0,100,,0,0
283200,0,-20,-93,yg1_sta,100,,0,0
283202,0,-25,-93,yg1_att,100,music/skill/m_atc.ogg,0,0
283203,0,0,0,0,100,,0,0
283204,0,-37,-93,yg1_hur,100,music/skill/m_hit.ogg,0,0
283205,0,0,0,0,100,,0,0
283206,0,-140,-111,yg1_die,100,music/skill/m_death.ogg,0,0
283207,0,0,0,0,100,,0,0
283211,0,-21,-113,yg1_mag,100,,0,0
283212,0,0,0,0,100,,0,0
283300,0,-29,-85,yg2_sta,100,,0,0
283302,0,-31,-86,yg2_att,100,music/skill/m_atc.ogg,0,0
283303,0,0,0,0,100,,0,0
283304,0,-47,-88,yg2_hur,100,music/skill/m_hit.ogg,0,0
283305,0,0,0,0,100,,0,0
283306,0,-130,-102,yg2_die,100,music/skill/m_death.ogg,0,0
283307,0,0,0,0,100,,0,0
283311,0,-31,-86,yg2_mag,100,,0,0
283312,0,0,0,0,100,,0,0
283400,0,-32,-100,s1_sta,100,,0,0
283402,0,-31,-136,s1_att,100,music/skill/m_atc.ogg,0,0
283403,0,0,0,0,100,,0,0
283404,0,-60,-100,s1_hur,100,music/skill/m_hit.ogg,0,0
283405,0,0,0,0,100,,0,0
283406,0,-147,-124,s1_die,100,music/skill/m_death.ogg,0,0
283407,0,0,0,0,100,,0,0
283411,0,-32,-112,s1_mag,100,,0,0
283412,0,0,0,0,100,,0,0
283500,0,-52,-81,s13_sta,100,,0,0
283502,0,-51,-101,s13_att,100,music/skill/m_atc.ogg,0,0
283503,0,0,0,0,100,,0,0
283504,0,-78,-153,s13_hur,100,music/skill/m_hit.ogg,0,0
283505,0,0,0,0,100,,0,0
283506,0,-154,-190,s13_die,100,music/skill/m_death.ogg,0,0
283507,0,0,0,0,100,,0,0
283511,0,-51,-83,s13_mag,100,,0,0
283512,0,0,0,0,100,,0,0
283600,0,-52,-81,s13_sta,100,,0,0
283602,0,-51,-101,s13_att,100,music/skill/m_atc.ogg,0,0
283603,0,0,0,0,100,,0,0
283604,0,-78,-153,s13_hur,100,music/skill/m_hit.ogg,0,0
283605,0,0,0,0,100,,0,0
283606,0,-154,-190,s13_die,100,music/skill/m_death.ogg,0,0
283607,0,0,0,0,100,,0,0
283611,0,-51,-83,s13_mag,100,,0,0
283612,0,0,0,0,100,,0,0
283700,0,-52,-81,s13_sta,100,,0,0
283702,0,-51,-101,s13_att,100,music/skill/m_atc.ogg,0,0
283703,0,0,0,0,100,,0,0
283704,0,-78,-153,s13_hur,100,music/skill/m_hit.ogg,0,0
283705,0,0,0,0,100,,0,0
283706,0,-154,-190,s13_die,100,music/skill/m_death.ogg,0,0
283707,0,0,0,0,100,,0,0
283711,0,-51,-83,s13_mag,100,,0,0
283712,0,0,0,0,100,,0,0
283800,0,-52,-81,s13_sta,100,,0,0
283802,0,-51,-101,s13_att,100,music/skill/m_atc.ogg,0,0
283803,0,0,0,0,100,,0,0
283804,0,-78,-153,s13_hur,100,music/skill/m_hit.ogg,0,0
283805,0,0,0,0,100,,0,0
283806,0,-154,-190,s13_die,100,music/skill/m_death.ogg,0,0
283807,0,0,0,0,100,,0,0
283811,0,-51,-83,s13_mag,100,,0,0
283812,0,0,0,0,100,,0,0
283900,0,-52,-81,s13_sta,100,,0,0
283902,0,-51,-101,s13_att,100,music/skill/m_atc.ogg,0,0
283903,0,0,0,0,100,,0,0
283904,0,-78,-153,s13_hur,100,music/skill/m_hit.ogg,0,0
283905,0,0,0,0,100,,0,0
283906,0,-154,-190,s13_die,100,music/skill/m_death.ogg,0,0
283907,0,0,0,0,100,,0,0
283911,0,-51,-83,s13_mag,100,,0,0
283912,0,0,0,0,100,,0,0
284000,0,-34,-90,r10_sta,100,,0,0
284002,0,-88,-129,r10_att,100,music/skill/m_atc.ogg,0,0
284003,0,0,0,0,100,,0,0
284004,0,-72,-91,r10_hur,100,music/skill/m_hit.ogg,0,0
284005,0,0,0,0,100,,0,0
284006,0,-110,-100,r10_die,100,music/skill/m_death.ogg,0,0
284007,0,0,0,0,100,,0,0
284011,0,-55,-141,r10_mag,100,,0,0
284012,0,0,0,0,100,,0,0
284100,0,-37,-91,r25_sta,100,,0,0
284102,0,-37,-92,r25_att,100,music/skill/m_atc.ogg,0,0
284103,0,0,0,0,100,,0,0
284104,0,-56,-94,r25_hur,100,music/skill/m_hit.ogg,0,0
284105,0,0,0,0,100,,0,0
284106,0,-141,-104,r25_die,100,music/skill/m_death.ogg,0,0
284107,0,0,0,0,100,,0,0
284111,0,-37,-92,r25_mag,100,,0,0
284112,0,0,0,0,100,,0,0
284200,0,-37,-91,r25_sta,100,,0,0
284202,0,-37,-92,r25_att,100,music/skill/m_atc.ogg,0,0
284203,0,0,0,0,100,,0,0
284204,0,-56,-94,r25_hur,100,music/skill/m_hit.ogg,0,0
284205,0,0,0,0,100,,0,0
284206,0,-141,-104,r25_die,100,music/skill/m_death.ogg,0,0
284207,0,0,0,0,100,,0,0
284211,0,-37,-92,r25_mag,100,,0,0
284212,0,0,0,0,100,,0,0
284300,0,-37,-91,r25_sta,100,,0,0
284302,0,-37,-92,r25_att,100,music/skill/m_atc.ogg,0,0
284303,0,0,0,0,100,,0,0
284304,0,-56,-94,r25_hur,100,music/skill/m_hit.ogg,0,0
284305,0,0,0,0,100,,0,0
284306,0,-141,-104,r25_die,100,music/skill/m_death.ogg,0,0
284307,0,0,0,0,100,,0,0
284311,0,-37,-92,r25_mag,100,,0,0
284312,0,0,0,0,100,,0,0
284400,0,-37,-91,r25_sta,100,,0,0
284402,0,-37,-92,r25_att,100,music/skill/m_atc.ogg,0,0
284403,0,0,0,0,100,,0,0
284404,0,-56,-94,r25_hur,100,music/skill/m_hit.ogg,0,0
284405,0,0,0,0,100,,0,0
284406,0,-141,-104,r25_die,100,music/skill/m_death.ogg,0,0
284407,0,0,0,0,100,,0,0
284411,0,-37,-92,r25_mag,100,,0,0
284412,0,0,0,0,100,,0,0
284500,0,-37,-91,r25_sta,100,,0,0
284502,0,-37,-92,r25_att,100,music/skill/m_atc.ogg,0,0
284503,0,0,0,0,100,,0,0
284504,0,-56,-94,r25_hur,100,music/skill/m_hit.ogg,0,0
284505,0,0,0,0,100,,0,0
284506,0,-141,-104,r25_die,100,music/skill/m_death.ogg,0,0
284507,0,0,0,0,100,,0,0
284511,0,-37,-92,r25_mag,100,,0,0
284512,0,0,0,0,100,,0,0
284600,0,-32,-96,r11_sta,100,,0,0
284602,0,-32,-96,r11_att,100,music/skill/m_atc.ogg,0,0
284603,0,0,0,0,100,,0,0
284604,0,-42,-95,r11_hur,100,music/skill/m_hit.ogg,0,0
284605,0,0,0,0,100,,0,0
284606,0,-98,-98,r11_die,100,music/skill/m_death.ogg,0,0
284607,0,0,0,0,100,,0,0
284611,0,-33,-96,r11_mag,100,,0,0
284612,0,0,0,0,100,,0,0
284700,0,-34,-94,r27_sta,100,,0,0
284702,0,-33,-99,r27_att,100,music/skill/m_atc.ogg,0,0
284703,0,0,0,0,100,,0,0
284704,0,-46,-95,r27_hur,100,music/skill/m_hit.ogg,0,0
284705,0,0,0,0,100,,0,0
284706,0,-127,-99,r27_die,100,music/skill/m_death.ogg,0,0
284707,0,0,0,0,100,,0,0
284711,0,-33,-94,r27_mag,100,,0,0
284712,0,0,0,0,100,,0,0
284800,0,-39,-111,c23_sta,100,,0,0
284802,0,-38,-138,c23_att,100,music/skill/m_atc.ogg,0,0
284803,0,0,0,0,100,,0,0
284804,0,-79,-111,c23_hur,100,music/skill/m_hit.ogg,0,0
284805,0,0,0,0,100,,0,0
284806,0,-198,-116,c23_die,100,music/skill/m_death.ogg,0,0
284807,0,0,0,0,100,,0,0
284811,0,-39,-127,c23_mag,100,,0,0
284812,0,0,0,0,100,,0,0
284900,0,-44,-78,s12_sta,100,,0,0
284902,0,-42,-82,s12_att,100,music/skill/m_atc.ogg,0,0
284903,0,0,0,0,100,,0,0
284904,0,-69,-85,s12_hur,100,music/skill/m_hit.ogg,0,0
284905,0,0,0,0,100,,0,0
284906,0,-144,-120,s12_die,100,music/skill/m_death.ogg,0,0
284907,0,0,0,0,100,,0,0
284911,0,-42,-94,s12_mag,100,,0,0
284912,0,0,0,0,100,,0,0
285000,0,-50,-127,c21_sta,100,,0,0
285002,0,-67,-134,c21_att,100,music/skill/m_atc.ogg,0,0
285003,0,0,0,0,100,,0,0
285004,0,-77,-127,c21_hur,100,music/skill/m_hit.ogg,0,0
285005,0,0,0,0,100,,0,0
285006,0,-191,-127,c21_die,100,music/skill/m_death.ogg,0,0
285007,0,0,0,0,100,,0,0
285011,0,-67,-134,c21_mag,100,,0,0
285012,0,0,0,0,100,,0,0
285100,0,-28,-57,s22_sta,100,,0,0
285102,0,-27,-66,s22_att,100,music/skill/m_atc.ogg,0,0
